100;136;0; 0,00;
200;311;0; 0,00;
300;469;26; 1,62;
400;556;81; 1,39;
500;677;123; 1,30;
600;621;179; 1,19;
700;508;292; 1,20;
800;363;437; 1,17;
900;254;546; 1,07;
1000;196;604; 1,00;
1100;134;666; 0,91;
1200;73;727; 0,83;
1300;11;789; 0,76;
1353;0;800; 0,75;
END

