100;287;0; 0,00;
200;597;0; 0,00;
300;899;29; 1,55;
400;1123;83; 1,30;
500;1345;155; 1,21;
600;1256;244; 1,10;
700;1140;360; 1,02;
800;1003;497; 0,94;
900;869;631; 0,87;
1000;737;763; 0,82;
1100;604;896; 0,78;
1200;487;1013; 0,73;
1300;414;1086; 0,71;
1400;362;1138; 0,68;
1500;317;1183; 0,66;
1600;261;1239; 0,63;
1700;204;1296; 0,60;
1800;152;1348; 0,58;
1900;73;1427; 0,54;
2000;18;1482; 0,51;
2087;0;0;null;
END

