100;287;0; 0,00;
200;597;0; 0,00;
300;899;29; 1,55;
400;1125;81; 1,29;
500;1340;160; 1,21;
600;1260;240; 1,11;
700;1174;326; 1,03;
800;1062;438; 0,94;
900;940;560; 0,87;
1000;815;685; 0,81;
1100;682;818; 0,76;
1200;560;940; 0,73;
1300;442;1058; 0,69;
1400;376;1124; 0,66;
1500;330;1170; 0,64;
1600;287;1213; 0,62;
1700;232;1268; 0,60;
1800;174;1326; 0,57;
1900;106;1394; 0,53;
2000;26;1474; 0,50;
2100;4;1496; 0,49;
2116;0;0;null;
END

