0,0
1,6165518
1,5858676
1,5095122
1,488703
1,4576277
1,4240273
1,3765429
1,3366463
1,2947234
1,2645049
1,24424
1,2152177
1,1887685
1,1763119
1,1597325
1,13921
1,1258379
1,1078224
1,0961891
1,0839262
1,0700327
1,0592437
1,049385
1,0358332
1,0258024
1,0200188
1,0119277
1,0066247
1,0028975
0,99876237
0,9914822
0,98750633
0,9816478
0,9777286
0,9708167
0,9675969
0,9626965
0,9578612
0,9541012
0,9460703
0,9419468
0,93575495
0,9309196
0,9278528
0,92371684
0,91874796
0,91598487
0,9106856
0,9035027
0,9000719
0,8953621
0,8925492
0,88928264
0,8852905
0,8835261
0,8831573
0,8793322
0,8783613
0,8767278
0,8720144
0,86799985
0,86409307
0,8603174
0,85434616
0,85025674
0,8458179
0,84020036
0,83646667
0,8317793
0,82982194
0,826545
0,8235829
0,8201691
0,81762344
0,81667054
0,81252515
0,810593
0,80858934
0,80462915
0,79854846
0,79732156
0,7932142
0,7878932
0,7840562
0,77952814
0,77742463
0,7738789
0,76903945
0,76705086
0,76530313
0,7588271
0,75568
0,7534622
0,75101274
0,74877936
0,74516404
0,7434961
0,7414345
0,74045694
0,7382723
0,7346539
0,729753
0,7255956
0,7241914
0,722444
0,71741927
0,7149473
0,71210176
0,7070822
0,7038512
0,70165956
0,6984331
0,69562584
0,6902182
0,68701684
0,6833302
0,679533
0,6753092
0,6706469
0,6672764
0,66423064
0,65939283
0,6555166
0,65147334
0,64606273
0,64210665
0,6374569
0,6330502
0,6294873
0,6254724
0,62153393
0,61720204
0,6117576
0,60870874
0,6044577
0,59997016
0,5957454
0,591589
0,5886362
0,5851169
0,5828784
0,57949424
0,57637656
0,574237
0,5714034
0,56828654
0,56566817
0,562677
0,5608902
0,5585919
0,5561604
0,5544261
0,5533246
0,55227613
0,55154943
0,55036247
0,54943043
0,5489096
