from;to;count;avg.;duration;<-std;dev.;avg.;velocity;<-[kph]
B57;B88;983;37,1;5,2;1,59;42,9
B55;B56;564;44,6;16,3;1,30;35,1
B55;B54;1373;20,3;1,2;1,77;47,9
B88;B86;934;66,8;18,4;1,27;34,4
B56;B55;782;142,8;104,4;0,41;11,0
B56;B57;1032;21,4;9,6;0,98;26,5
B88;B57;1000;44,5;10,0;1,33;35,8
B86;B88;990;51,5;5,2;1,65;44,6
B57;B56;1078;26,5;35,1;0,79;21,4
B54;B55;1302;171,1;166,2;0,21;5,7
