0,0
1,6162791
1,5774366
1,5112752
1,4766643
1,4641765
1,425822
1,3926494
1,3560452
1,3292514
1,3078856
1,2808492
1,2559328
1,2355639
1,2242218
1,2071191
1,1932899
1,1798253
1,16227
1,1514826
1,1414645
1,1357893
1,1254414
1,1219399
1,1157602
1,1042935
1,0979271
1,0864376
1,0843235
1,0790012
1,0738797
1,0712008
1,0681654
1,0652205
1,060866
1,0581312
1,0545624
1,0480151
1,0434784
1,0387739
1,0351608
1,03403
1,0308548
1,027629
1,0234336
1,0186439
1,0149721
1,0113413
1,0066884
1,0003014
0,99828917
0,99500865
0,9908009
0,9873632
0,98194194
0,9793843
0,9776859
0,9736099
0,9724398
0,96924156
0,9655304
0,96202415
0,9604927
0,95610887
0,9501083
0,94710517
0,94297624
0,9403407
0,9362416
0,9310597
0,927457
0,9249981
0,9217704
0,91859734
0,915181
0,91002834
0,90621734
0,9014615
0,8973914
0,8930654
0,8893622
0,88577455
0,8820649
0,87874365
0,8715886
0,86678123
0,861774
0,85711044
0,852076
0,8470393
0,8422756
0,83756995
0,8338982
0,8301628
0,82560414
0,82243603
0,8191462
0,8132462
0,8097403
0,8046295
0,8004366
0,7990234
0,7953235
0,78938925
0,7847348
0,78012246
0,77420795
0,7714332
0,7681844
0,7634469
0,76047206
0,756207
0,7537565
0,7509515
0,74905187
0,74654835
0,7450872
0,7413051
0,7388599
0,7372313
0,73400444
0,72878546
0,7252711
0,7211795
0,71590596
0,71291107
0,70698035
0,702469
0,69725287
0,6920068
0,68875206
0,68308955
0,678023
0,672337
0,666008
0,6614144
0,65676826
0,65217054
0,64797086
0,6420606
0,63750833
0,63210744
0,627771
0,622776
0,61827004
0,61423457
0,61122566
0,6078759
0,605304
0,60394627
