0,0
1,4135021
1,2826226
1,2192483
1,1518227
1,1110942
1,0793642
1,0534524
1,0461656
1,0146325
0,98701036
0,9621004
0,9395886
0,92308396
0,9058938
0,8925291
0,8777605
0,86635005
0,85538524
0,8469138
0,8347468
0,82309955
0,82043064
0,81353074
0,80529726
0,7983514
0,79055244
0,7863933
0,7834265
0,77482486
0,7689528
0,7657982
0,7589709
0,75249934
0,74603754
0,74116236
0,7392891
0,7342939
0,7314062
0,7260036
0,72230303
0,7203303
0,7149529
0,70812887
0,7048148
0,70136887
0,6961692
0,6911347
0,6870156
0,68363965
0,6779476
0,6744106
0,6686409
0,66541564
0,6620903
0,6573107
0,65424055
0,6498298
0,6447067
0,64306873
0,63993627
0,6350893
0,63127136
0,62824595
0,6256231
0,6213497
0,6165586
0,6115264
0,60956
0,60614884
0,6018534
0,5983334
0,59551054
0,592839
0,5890972
0,5854809
0,5817845
0,5792468
0,5774051
0,57361346
0,56943
0,5647548
0,56201994
0,5582295
0,55426025
0,5517012
0,54930526
0,5468007
0,5438498
0,5411085
0,5381869
0,535507
0,5329782
0,5301889
0,52929705
0,5267923
0,52489674
0,5227818
0,5169675
0,51386225
0,5119847
0,50977397
0,5075015
0,50427186
0,5003358
0,49867246
0,49615693
0,49260578
0,49086455
0,48774445
0,4854713
0,48319566
0,48016873
0,47697297
0,47525746
0,47198385
0,4695728
0,46730766
0,4632712
0,45901322
0,45432717
0,44908717
0,44469067
0,4418686
0,43767166
0,43481788
0,4309322
0,42799523
0,42443842
0,4208432
0,41766542
0,41492608
0,4124446
0,40950075
0,4075661
0,4038034
0,40067178
0,3983779
0,395086
0,39158565
0,38804516
0,38427702
0,38128182
0,37903935
0,37651068
0,37413514
0,3721886
0,36913624
0,36573187
0,363164
0,36108372
0,35771093
0,35449386
0,35134983
0,34842896
0,34599066
0,34349525
0,34074184
0,33874387
0,33619997
0,33439514
0,33221546
0,32986528
0,32766163
0,32591486
0,32417536
0,32254106
0,32079065
0,31894886
0,3181334
0,3165768
0,31493518
0,3135892
0,31225523
0,31089962
0,30949116
0,30721852
0,3054392
0,30410314
0,30259275
0,30109325
0,30005547
0,29830295
0,29713058
0,2957255
0,29408094
0,29289392
0,2914618
0,2901567
0,28907377
0,28766316
0,28634104
0,28560585
0,2842604
0,28342897
0,28261626
0,28174973
0,28116322
0,2806099
0,28024274
0,28001577
0,2798542
0,2796856
0,27954453
0,27947536
