0,0
1,6162791
1,5779632
1,509341
1,482212
1,4693348
1,4321346
1,3988881
1,363644
1,3305874
1,3027607
1,2794588
1,2545213
1,2278032
1,2086657
1,190238
1,1788749
1,1625112
1,1515255
1,1433263
1,1212134
1,1173815
1,1078026
1,0974038
1,0878155
1,0822834
1,0688744
1,0646108
1,0590521
1,0505141
1,0475351
1,0422266
1,0358126
1,0328387
1,0285261
1,0244213
1,019049
1,0109844
1,0078441
1,0002371
0,9994944
0,9943686
0,9913176
0,98886836
0,9867864
0,9835506
0,97956884
0,9759933
0,9698829
0,96831167
0,9655574
0,96323144
0,95948863
0,95250106
0,9492572
0,94549596
0,9394467
0,9352685
0,93050003
0,9237501
0,91941345
0,9148193
0,9106236
0,90523154
0,90098333
0,8967909
0,8921572
0,8890503
0,8830607
0,88021994
0,8770163
0,87295055
0,8660034
0,8633488
0,8578561
0,85073096
0,84768426
0,8412952
0,83780366
0,8314842
0,82710093
0,823955
0,8201848
0,8149323
0,8123307
0,8092207
0,8038626
0,80023384
0,79323065
0,7874703
0,78088784
0,7756576
0,770918
0,7684511
0,76288277
0,76040685
0,7543809
0,7499265
0,7456106
0,7404851
0,73656017
0,73340476
0,72931546
0,72535026
0,7225252
0,7185299
0,7164309
0,7124234
0,71077085
0,70874316
0,70513093
0,70112413
0,69868046
0,6942553
0,6917515
0,68951786
0,68725187
0,68551064
0,6833289
0,68027973
0,6762266
0,6730923
0,6703939
0,6662218
0,664298
0,655316
0,6488852
0,6450947
0,63827854
0,6327764
0,6271083
0,62073296
0,6124487
0,6052324
0,60047346
0,5928734
0,58761245
0,58234835
0,577375
0,5719738
0,56722665
0,5624647
0,55820936
0,55508214
0,5500458
0,5476215
0,5441491
0,5401843
0,5380759
0,53570104
0,53289986
0,53063333
0,52820235
0,5255544
0,52387893
0,52154195
0,5185154
0,5156277
0,5135308
0,5100665
0,5074096
0,50552607
0,50275123
0,50069577
0,49889007
0,49742404
0,4968018
0,49654293
