100;655;0; 0,00;
200;1355;0; 0,00;
300;2067;0; 0,00;
400;2664;17; 1,69;
500;3296;69; 1,60;
600;3928;181; 1,54;
700;4458;344; 1,51;
800;4956;508; 1,50;
900;5416;751; 1,50;
1000;5844;1020; 1,49;
1100;6250;1356; 1,47;
1200;6644;1709; 1,45;
1300;6987;2059; 1,42;
1400;7356;2405; 1,39;
1500;7727;2729; 1,37;
1600;8131;3052; 1,35;
1700;8530;3352; 1,32;
1800;8927;3675; 1,29;
1900;9331;3976; 1,27;
2000;9727;4291; 1,25;
2100;10116;4603; 1,22;
2200;10510;4938; 1,20;
2300;10933;5246; 1,17;
2400;11363;5536; 1,15;
2500;11804;5838; 1,13;
2600;12222;6150; 1,11;
2700;12609;6463; 1,08;
2800;12991;6745; 1,06;
2900;13404;7038; 1,04;
3000;13851;7357; 1,02;
3100;14293;7666; 1,00;
3200;14672;8016; 0,98;
3300;15113;8288; 0,96;
3400;15505;8588; 0,94;
3500;15911;8932; 0,92;
3600;16342;9217; 0,91;
3700;16745;9521; 0,89;
3800;17206;9802; 0,88;
3900;17612;10105; 0,86;
4000;18012;10419; 0,85;
4100;18453;10703; 0,83;
