100;330;0; 0,00;
200;674;0; 0,00;
300;1034;0; 0,00;
400;1318;12; 1,70;
500;1653;41; 1,69;
600;1986;112; 1,68;
700;2253;209; 1,66;
800;2490;334; 1,66;
900;2663;513; 1,65;
1000;2777;759; 1,64;
1100;2882;1017; 1,64;
1200;3020;1277; 1,62;
1300;3077;1548; 1,61;
1400;3120;1842; 1,59;
1500;3153;2136; 1,58;
1600;3211;2445; 1,56;
1700;3246;2765; 1,55;
1800;3332;3052; 1,54;
1900;3396;3331; 1,53;
2000;3397;3664; 1,51;
2100;3464;3964; 1,50;
2200;3509;4294; 1,49;
2300;3531;4637; 1,48;
2400;3570;4938; 1,47;
2500;3591;5261; 1,46;
2600;3676;5540; 1,45;
2700;3724;5859; 1,44;
2800;3748;6158; 1,44;
2900;3766;6485; 1,43;
3000;3839;6782; 1,42;
3100;3928;7082; 1,41;
3200;3953;7420; 1,40;
3300;4030;7730; 1,40;
3400;4086;8030; 1,39;
3500;4129;8357; 1,38;
3600;4165;8678; 1,37;
3700;4237;8985; 1,37;
3800;4297;9301; 1,36;
3900;4322;9629; 1,36;
4000;4330;9983; 1,35;
4100;4382;10281; 1,34;
