100;163;0; 0,00;
200;342;0; 0,00;
300;529;0; 0,00;
400;657;11; 1,69;
500;829;20; 1,70;
600;978;58; 1,71;
700;1114;119; 1,72;
800;1219;186; 1,72;
900;1296;302; 1,72;
1000;1310;451; 1,72;
1100;1318;605; 1,72;
1200;1344;768; 1,72;
1300;1356;925; 1,72;
1400;1351;1115; 1,71;
1500;1336;1283; 1,71;
1600;1353;1447; 1,71;
1700;1364;1617; 1,71;
1800;1380;1789; 1,70;
1900;1377;1969; 1,70;
2000;1380;2143; 1,70;
2100;1389;2323; 1,70;
2200;1398;2498; 1,70;
2300;1378;2699; 1,69;
2400;1400;2856; 1,69;
2500;1444;3011; 1,69;
2600;1460;3192; 1,69;
2700;1487;3374; 1,69;
2800;1474;3545; 1,69;
2900;1462;3730; 1,69;
3000;1452;3915; 1,69;
3100;1418;4130; 1,68;
3200;1408;4318; 1,68;
3300;1434;4480; 1,68;
3400;1440;4656; 1,68;
3500;1421;4847; 1,68;
3600;1422;5038; 1,68;
3700;1443;5212; 1,68;
3800;1413;5418; 1,68;
3900;1413;5597; 1,68;
4000;1420;5761; 1,68;
4100;1410;5942; 1,68;
